seed,Gamma,extension,realized_train,realized_train_dep,realized_test,exp_train,exp_test,objective_value,obj_kind,train_use_0,train_use_1,cap_0,cap_1
9000,1.0,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.794028712422021,worst_case_value,0.61,0.39,1.0,0.4
9000,1.0,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.794028712422021,worst_case_value,0.61,0.39,1.0,0.4
9000,3.0,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.5346762374740138,worst_case_value,0.61,0.39,1.0,0.4
9000,3.0,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.5346762374740138,worst_case_value,0.61,0.39,1.0,0.4
9000,4.4817,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.4918038272133435,worst_case_value,0.61,0.39,1.0,0.4
9000,4.4817,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.4918038272133435,worst_case_value,0.61,0.39,1.0,0.4
9000,7.0,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.4605755303460061,worst_case_value,0.61,0.39,1.0,0.4
9000,7.0,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.4605755303460061,worst_case_value,0.61,0.39,1.0,0.4
9001,1.0,shapley,0.5875,0.523042083459488,0.4940099060320209,0.5094681195986047,0.505049205438239,0.7320139283211216,worst_case_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,1.0,knn,0.5875,0.5238931878941688,0.5096665639647777,0.5214189844483882,0.5174082521991521,0.7320139283211216,worst_case_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,3.0,shapley,0.5725000000000001,0.5217634538443584,0.5029824415577575,0.5108524287284006,0.5072350301678757,0.4857339408783532,worst_case_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,3.0,knn,0.5725000000000001,0.5263594396209158,0.5178508457261085,0.5262247636377831,0.5226882956043606,0.4857339408783532,worst_case_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,4.4817,shapley,0.5725000000000001,0.5217634538443584,0.5029824415577575,0.5108524287284006,0.5072350301678757,0.44561132162685146,worst_case_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,4.4817,knn,0.5725000000000001,0.5263594396209158,0.5178508457261085,0.5262247636377831,0.5226882956043606,0.44561132162685146,worst_case_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,7.0,shapley,0.5724999999999997,0.5217634538443583,0.5029824415577575,0.5108524287284006,0.5072350301678759,0.4163859746621512,worst_case_value,0.6,0.3999999999999997,1.0,0.4
9001,7.0,knn,0.5724999999999997,0.5263594396209159,0.5178508457261085,0.5262247636377831,0.5226882956043607,0.4163859746621512,worst_case_value,0.6,0.3999999999999997,1.0,0.4
