seed,Gamma,extension,realized_train,realized_train_dep,realized_test,exp_train,exp_test,objective_value,obj_kind,train_use_0,train_use_1,cap_0,cap_1
9000,1.0,shapley,0.61,0.5419201478220437,0.5068264809450421,0.5170365756444711,0.5024640529747957,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9000,1.0,knn,0.61,0.5527133602996596,0.5182177667911276,0.5323828171177286,0.5240140666666019,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9000,3.0,shapley,0.61,0.5419201478220437,0.5068264809450421,0.5170365756444711,0.5024640529747957,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9000,3.0,knn,0.61,0.5527133602996596,0.5182177667911276,0.5323828171177286,0.5240140666666019,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9000,4.4817,shapley,0.61,0.5419201478220437,0.5068264809450421,0.5170365756444711,0.5024640529747957,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9000,4.4817,knn,0.61,0.5527133602996596,0.5182177667911276,0.5323828171177286,0.5240140666666019,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9000,7.0,shapley,0.61,0.5419201478220437,0.5068264809450421,0.5170365756444711,0.5024640529747957,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9000,7.0,knn,0.61,0.5527133602996596,0.5182177667911276,0.5323828171177286,0.5240140666666019,0.6849463308428974,aipw_value,0.705,0.295,1.0,0.4
9001,1.0,shapley,0.6003125,0.5320989777720468,0.525042204457688,0.5269229939674226,0.5229103862752739,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,1.0,knn,0.6003125,0.5291234414338002,0.5241256684127226,0.5300973183918751,0.5262775565831664,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,3.0,shapley,0.6003125,0.5320989777720468,0.525042204457688,0.5269229939674226,0.5229103862752739,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,3.0,knn,0.6003125,0.5291234414338002,0.5241256684127226,0.5300973183918751,0.5262775565831664,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,4.4817,shapley,0.6003125,0.5320989777720468,0.525042204457688,0.5269229939674226,0.5229103862752739,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,4.4817,knn,0.6003125,0.5291234414338002,0.5241256684127226,0.5300973183918751,0.5262775565831664,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,7.0,shapley,0.6003125,0.5320989777720468,0.525042204457688,0.5269229939674226,0.5229103862752739,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
9001,7.0,knn,0.6003125,0.5291234414338002,0.5241256684127226,0.5300973183918751,0.5262775565831664,0.6587397296190314,aipw_value,0.6000000000000003,0.3999999999999997,1.0,0.4
