dataset,N_train,seeds,c_eps,regime,method,Gamma,mean_EY,sd_EY
N=600,600,5,2.0,uncap,Hajek-O-X,5.0,0.0,0.0
N=600,600,5,2.0,uncap,Hajek-O-X,6.0,0.0,0.0
N=600,600,5,2.0,uncap,Hajek-O-X,8.0,0.0,0.0
N=600,600,5,2.0,uncap,IPW-O-W,1.0,0.3855,0.2415
N=600,600,5,2.0,uncap,IPW-O-W,1.5,0.4368,0.3315
N=600,600,5,2.0,uncap,IPW-O-W,2.0,0.6694,0.1757
N=600,600,5,2.0,uncap,IPW-O-W,2.5,0.6813,0.1821
N=600,600,5,2.0,uncap,IPW-O-W,3.0,0.6871,0.171
N=600,600,5,2.0,uncap,IPW-O-W,4.0,0.6519,0.2266
N=600,600,5,2.0,uncap,IPW-O-W,5.0,0.6459,0.2231
N=600,600,5,2.0,uncap,IPW-O-W,6.0,0.6283,0.2136
N=600,600,5,2.0,uncap,IPW-O-W,8.0,0.6199,0.2105
N=600,600,5,2.0,uncap,DoublyRobust-O-W,1.0,0.6425,0.0
N=600,600,5,2.0,uncap,DoublyRobust-O-W,1.5,0.6425,0.0
N=600,600,5,2.0,uncap,DoublyRobust-O-W,2.0,0.5926,0.1356
N=600,600,5,2.0,uncap,DoublyRobust-O-W,2.5,0.6238,0.1253
N=600,600,5,2.0,uncap,DoublyRobust-O-W,3.0,0.6576,0.1096
N=600,600,5,2.0,uncap,DoublyRobust-O-W,4.0,0.6311,0.1116
N=600,600,5,2.0,uncap,DoublyRobust-O-W,5.0,0.6309,0.1152
N=600,600,5,2.0,uncap,DoublyRobust-O-W,6.0,0.6366,0.1095
N=600,600,5,2.0,uncap,DoublyRobust-O-W,8.0,0.6767,0.0997
N=600,600,5,2.0,cap,IPW-X-X,1.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,1.5,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,2.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,2.5,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,3.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,4.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,5.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,6.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-X-X,8.0,0.3513,0.0913
N=600,600,5,2.0,cap,DoublyRobust-X-X,1.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,1.5,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,2.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,2.5,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,3.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,4.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,5.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,6.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-X-X,8.0,0.7087,0.0718
N=600,600,5,2.0,cap,Direct-X-X,1.0,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,1.5,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,2.0,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,2.5,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,3.0,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,4.0,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,5.0,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,6.0,0.1226,0.1001
N=600,600,5,2.0,cap,Direct-X-X,8.0,0.1226,0.1001
N=600,600,5,2.0,cap,IPW-O-X,1.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-O-X,1.5,0.433,0.1492
N=600,600,5,2.0,cap,IPW-O-X,2.0,0.4673,0.1585
N=600,600,5,2.0,cap,IPW-O-X,2.5,0.3855,0.1571
N=600,600,5,2.0,cap,IPW-O-X,3.0,0.3878,0.1564
N=600,600,5,2.0,cap,IPW-O-X,4.0,0.3329,0.159
N=600,600,5,2.0,cap,IPW-O-X,5.0,0.2615,0.1142
N=600,600,5,2.0,cap,IPW-O-X,6.0,0.2615,0.1142
N=600,600,5,2.0,cap,IPW-O-X,8.0,0.2044,0.0
N=600,600,5,2.0,cap,DoublyRobust-O-X,1.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-O-X,1.5,0.6457,0.1451
N=600,600,5,2.0,cap,DoublyRobust-O-X,2.0,0.52,0.1173
N=600,600,5,2.0,cap,DoublyRobust-O-X,2.5,0.4635,0.0985
N=600,600,5,2.0,cap,DoublyRobust-O-X,3.0,0.4557,0.069
N=600,600,5,2.0,cap,DoublyRobust-O-X,4.0,0.5227,0.0625
N=600,600,5,2.0,cap,DoublyRobust-O-X,5.0,0.5662,0.0423
N=600,600,5,2.0,cap,DoublyRobust-O-X,6.0,0.589,0.0275
N=600,600,5,2.0,cap,DoublyRobust-O-X,8.0,0.5946,0.0242
N=600,600,5,2.0,cap,Hajek-O-X,1.0,0.3513,0.0913
N=600,600,5,2.0,cap,Hajek-O-X,1.5,0.247,0.1914
N=600,600,5,2.0,cap,Hajek-O-X,2.0,0.0685,0.1182
N=600,600,5,2.0,cap,Hajek-O-X,2.5,0.0035,0.007
N=600,600,5,2.0,cap,Hajek-O-X,3.0,0.0004,0.0008
N=600,600,5,2.0,cap,Hajek-O-X,4.0,0.0,0.0
N=600,600,5,2.0,cap,Hajek-O-X,5.0,0.0,0.0
N=600,600,5,2.0,cap,Hajek-O-X,6.0,0.0,0.0
N=600,600,5,2.0,cap,Hajek-O-X,8.0,0.0,0.0
N=600,600,5,2.0,cap,IPW-O-W,1.0,0.3513,0.0913
N=600,600,5,2.0,cap,IPW-O-W,1.5,0.492,0.0893
N=600,600,5,2.0,cap,IPW-O-W,2.0,0.5827,0.1537
N=600,600,5,2.0,cap,IPW-O-W,2.5,0.6413,0.1902
N=600,600,5,2.0,cap,IPW-O-W,3.0,0.6562,0.1775
N=600,600,5,2.0,cap,IPW-O-W,4.0,0.6362,0.2311
N=600,600,5,2.0,cap,IPW-O-W,5.0,0.6371,0.2243
N=600,600,5,2.0,cap,IPW-O-W,6.0,0.6248,0.2146
N=600,600,5,2.0,cap,IPW-O-W,8.0,0.6218,0.2117
N=600,600,5,2.0,cap,DoublyRobust-O-W,1.0,0.7087,0.0718
N=600,600,5,2.0,cap,DoublyRobust-O-W,1.5,0.6457,0.1451
N=600,600,5,2.0,cap,DoublyRobust-O-W,2.0,0.5862,0.1523
N=600,600,5,2.0,cap,DoublyRobust-O-W,2.5,0.5816,0.1357
N=600,600,5,2.0,cap,DoublyRobust-O-W,3.0,0.6001,0.0983
N=600,600,5,2.0,cap,DoublyRobust-O-W,4.0,0.6098,0.1083
N=600,600,5,2.0,cap,DoublyRobust-O-W,5.0,0.6147,0.109
N=600,600,5,2.0,cap,DoublyRobust-O-W,6.0,0.6193,0.1001
N=600,600,5,2.0,cap,DoublyRobust-O-W,8.0,0.6375,0.0924
N=1000,1000,4,2.0,uncap,IPW-X-X,1.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,1.5,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,2.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,2.5,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,3.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,4.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,5.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,6.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-X-X,8.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,1.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,1.5,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,2.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,2.5,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,3.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,4.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,5.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,6.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-X-X,8.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,Direct-X-X,1.0,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,1.5,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,2.0,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,2.5,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,3.0,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,4.0,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,5.0,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,6.0,0.1022,0.1022
N=1000,1000,4,2.0,uncap,Direct-X-X,8.0,0.1022,0.1022
N=1000,1000,4,2.0,uncap,IPW-O-X,1.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-O-X,1.5,0.5003,0.2278
N=1000,1000,4,2.0,uncap,IPW-O-X,2.0,0.3574,0.133
N=1000,1000,4,2.0,uncap,IPW-O-X,2.5,0.338,0.1507
N=1000,1000,4,2.0,uncap,IPW-O-X,3.0,0.3425,0.1473
N=1000,1000,4,2.0,uncap,IPW-O-X,4.0,0.3463,0.1435
N=1000,1000,4,2.0,uncap,IPW-O-X,5.0,0.2757,0.1236
N=1000,1000,4,2.0,uncap,IPW-O-X,6.0,0.2757,0.1236
N=1000,1000,4,2.0,uncap,IPW-O-X,8.0,0.2757,0.1236
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,1.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,1.5,0.6915,0.0848
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,2.0,0.6844,0.0725
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,2.5,0.6441,0.003
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,3.0,0.6446,0.0254
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,4.0,0.6672,0.0184
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,5.0,0.6764,0.0171
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,6.0,0.5934,0.1604
N=1000,1000,4,2.0,uncap,DoublyRobust-O-X,8.0,0.6001,0.1597
N=1000,1000,4,2.0,uncap,Hajek-O-X,1.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,Hajek-O-X,1.5,0.2049,0.1471
N=1000,1000,4,2.0,uncap,Hajek-O-X,2.0,0.0127,0.0113
N=1000,1000,4,2.0,uncap,Hajek-O-X,2.5,0.0,0.0
N=1000,1000,4,2.0,uncap,Hajek-O-X,3.0,0.0,0.0
N=1000,1000,4,2.0,uncap,Hajek-O-X,4.0,0.0,0.0
N=1000,1000,4,2.0,uncap,Hajek-O-X,5.0,0.0,0.0
N=1000,1000,4,2.0,uncap,Hajek-O-X,6.0,0.0,0.0
N=1000,1000,4,2.0,uncap,Hajek-O-X,8.0,0.0,0.0
N=1000,1000,4,2.0,uncap,IPW-O-W,1.0,0.4639,0.1785
N=1000,1000,4,2.0,uncap,IPW-O-W,1.5,0.6186,0.1624
N=1000,1000,4,2.0,uncap,IPW-O-W,2.0,0.7508,0.0378
N=1000,1000,4,2.0,uncap,IPW-O-W,2.5,0.7673,0.0481
N=1000,1000,4,2.0,uncap,IPW-O-W,3.0,0.7342,0.0777
N=1000,1000,4,2.0,uncap,IPW-O-W,4.0,0.7315,0.0349
N=1000,1000,4,2.0,uncap,IPW-O-W,5.0,0.7308,0.035
N=1000,1000,4,2.0,uncap,IPW-O-W,6.0,0.7351,0.0338
N=1000,1000,4,2.0,uncap,IPW-O-W,8.0,0.723,0.045
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,1.0,0.6936,0.0885
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,1.5,0.6925,0.0867
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,2.0,0.6989,0.0859
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,2.5,0.7108,0.0796
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,3.0,0.7062,0.075
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,4.0,0.706,0.0531
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,5.0,0.6969,0.0578
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,6.0,0.6169,0.1859
N=1000,1000,4,2.0,uncap,DoublyRobust-O-W,8.0,0.6292,0.1818
N=1000,1000,4,2.0,cap,IPW-X-X,1.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,1.5,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,2.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,2.5,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,3.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,4.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,5.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,6.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-X-X,8.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,1.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,1.5,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,2.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,2.5,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,3.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,4.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,5.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,6.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-X-X,8.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,Direct-X-X,1.0,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,1.5,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,2.0,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,2.5,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,3.0,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,4.0,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,5.0,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,6.0,0.1022,0.1022
N=1000,1000,4,2.0,cap,Direct-X-X,8.0,0.1022,0.1022
N=1000,1000,4,2.0,cap,IPW-O-X,1.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-O-X,1.5,0.3514,0.2054
N=1000,1000,4,2.0,cap,IPW-O-X,2.0,0.3574,0.133
N=1000,1000,4,2.0,cap,IPW-O-X,2.5,0.338,0.1507
N=1000,1000,4,2.0,cap,IPW-O-X,3.0,0.3425,0.1473
N=1000,1000,4,2.0,cap,IPW-O-X,4.0,0.3463,0.1435
N=1000,1000,4,2.0,cap,IPW-O-X,5.0,0.2757,0.1236
N=1000,1000,4,2.0,cap,IPW-O-X,6.0,0.2757,0.1236
N=1000,1000,4,2.0,cap,IPW-O-X,8.0,0.2757,0.1236
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,1.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,1.5,0.5508,0.2366
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,2.0,0.4076,0.2011
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,2.5,0.415,0.1284
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,3.0,0.4577,0.0629
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,4.0,0.5086,0.0485
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,5.0,0.5603,0.0084
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,6.0,0.5744,0.0046
N=1000,1000,4,2.0,cap,DoublyRobust-O-X,8.0,0.5822,0.0055
N=1000,1000,4,2.0,cap,Hajek-O-X,1.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,Hajek-O-X,1.5,0.2049,0.1471
N=1000,1000,4,2.0,cap,Hajek-O-X,2.0,0.0127,0.0113
N=1000,1000,4,2.0,cap,Hajek-O-X,2.5,0.0,0.0
N=1000,1000,4,2.0,cap,Hajek-O-X,3.0,0.0,0.0
N=1000,1000,4,2.0,cap,Hajek-O-X,4.0,0.0,0.0
N=1000,1000,4,2.0,cap,Hajek-O-X,5.0,0.0,0.0
N=1000,1000,4,2.0,cap,Hajek-O-X,6.0,0.0,0.0
N=1000,1000,4,2.0,cap,Hajek-O-X,8.0,0.0,0.0
N=1000,1000,4,2.0,cap,IPW-O-W,1.0,0.3348,0.1963
N=1000,1000,4,2.0,cap,IPW-O-W,1.5,0.3565,0.2126
N=1000,1000,4,2.0,cap,IPW-O-W,2.0,0.5483,0.0779
N=1000,1000,4,2.0,cap,IPW-O-W,2.5,0.6222,0.0414
N=1000,1000,4,2.0,cap,IPW-O-W,3.0,0.7027,0.0585
N=1000,1000,4,2.0,cap,IPW-O-W,4.0,0.7492,0.0545
N=1000,1000,4,2.0,cap,IPW-O-W,5.0,0.7597,0.0483
N=1000,1000,4,2.0,cap,IPW-O-W,6.0,0.7654,0.0482
N=1000,1000,4,2.0,cap,IPW-O-W,8.0,0.7457,0.0504
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,1.0,0.6949,0.0196
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,1.5,0.5575,0.2403
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,2.0,0.5007,0.1352
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,2.5,0.4967,0.1084
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,3.0,0.5138,0.068
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,4.0,0.5753,0.0504
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,5.0,0.5827,0.0502
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,6.0,0.6143,0.0398
N=1000,1000,4,2.0,cap,DoublyRobust-O-W,8.0,0.6568,0.0528
