seed,Gamma,extension,realized_train,realized_train_dep,realized_test,exp_train,exp_test,objective_value,obj_kind,train_use_0,train_use_1,cap_0,cap_1
9000,1.0,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.7940287124220415,worst_case_value,0.61,0.39,nan,nan
9000,1.0,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.7940287124220415,worst_case_value,0.61,0.39,nan,nan
9000,3.0,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.5346762374740138,worst_case_value,0.61,0.39,nan,nan
9000,3.0,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.5346762374740138,worst_case_value,0.61,0.39,nan,nan
9000,4.4817,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.4918038272133435,worst_case_value,0.61,0.39,nan,nan
9000,4.4817,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.4918038272133435,worst_case_value,0.61,0.39,nan,nan
9000,7.0,shapley,0.575,0.5318810607043148,0.4944217117153039,0.5100472995585412,0.49720263053578334,0.4605755303460061,worst_case_value,0.61,0.39,nan,nan
9000,7.0,knn,0.575,0.5222457717550097,0.4978523456116602,0.5150251077556139,0.5037879184888928,0.4605755303460061,worst_case_value,0.61,0.39,nan,nan
9001,1.0,shapley,0.57,0.5163515763159299,0.49605495205046773,0.5072870947298695,0.5034575760829519,0.7335104681078413,worst_case_value,0.53,0.47,nan,nan
9001,1.0,knn,0.57,0.5160851684700662,0.5054616956964546,0.5163059599309259,0.5122044409213946,0.7335104681078413,worst_case_value,0.53,0.47,nan,nan
9001,3.0,shapley,0.57,0.5163515763159299,0.49605495205046773,0.5072870947298695,0.5034575760829519,0.4878368227026135,worst_case_value,0.53,0.47,nan,nan
9001,3.0,knn,0.57,0.5160851684700662,0.5054616956964546,0.5163059599309259,0.5122044409213946,0.4878368227026135,worst_case_value,0.53,0.47,nan,nan
9001,4.4817,shapley,0.57,0.5163515763159299,0.49605495205046773,0.5072870947298695,0.5034575760829519,0.44722559923864635,worst_case_value,0.53,0.47,nan,nan
9001,4.4817,knn,0.57,0.5160851684700662,0.5054616956964546,0.5163059599309259,0.5122044409213946,0.44722559923864635,worst_case_value,0.53,0.47,nan,nan
9001,7.0,shapley,0.57,0.5163515763159299,0.49605495205046773,0.5072870947298695,0.5034575760829519,0.4176443525868345,worst_case_value,0.53,0.47,nan,nan
9001,7.0,knn,0.57,0.5160851684700662,0.5054616956964546,0.5163059599309259,0.5122044409213946,0.4176443525868345,worst_case_value,0.53,0.47,nan,nan
